ID,Data,Departamento,Categoria,Tipo_Transacao,Valor,Fornecedor,Status,Descricao,Mes,Ano,Trimestre,Responsavel,Centro_Custo,Prioridade,Valor_Acumulado,Media_Mensal_Dept,Dia_Semana,Semana_Ano,Dias_Desde_Hoje,Faixa_Valor,Percentil_Valor,Dept_count,Dept_sum,Dept_mean,Dept_std,Dept_min,Dept_max,Ranking_Valor
TXN0244,2025-02-21,Infraestrutura,Manutenção,Receita,14299.77,Epsilon Consultoria,Aprovado,Transação 244 - Alimentação,2,2025,Q1,Funcionário 44,CC9180,Alta,340506.54,7479.457777777778,Friday,8,169,Alto,0.704,96,1303588.45,13579.05,12247.72,114.92,47613.09,297.0
TXN0245,2025-05-17,Tecnologia da Informação,Alimentação,Receita,15890.95,Beta Serviços SA,Em Análise,Transação 245 - Consultoria,5,2025,Q2,Funcionário 31,CC7566,Baixa,502330.37,11803.27714285714,Saturday,20,84,Muito Alto,0.742,119,1688055.08,14185.34,13089.13,104.28,47957.4,259.0
TXN0246,2025-01-07,Recursos Humanos,Combustível,Transferência,6332.68,Iota Materiais,Aprovado,Transação 246 - Equipamentos,1,2025,Q1,Funcionário 50,CC5067,Baixa,400593.64,8083.297272727273,Tuesday,2,214,Alto,0.293,89,1279819.63,14380.0,11595.07,161.24,45740.14,708.0
TXN0247,2025-06-18,Educação,Material de Escritório,Transferência,12485.23,Eta Manutenção,Rejeitado,Transação 247 - Alimentação,6,2025,Q2,Funcionário 7,CC1172,Alta,420731.7,16740.40444444444,Wednesday,25,52,Alto,0.615,115,1603181.3,13940.71,12800.29,373.99,47535.6,386.0
TXN0248,2024-04-28,Saúde,Segurança,Transferência,7709.08,Kappa Serviços,Pendente,Transação 248 - Limpeza,4,2024,Q2,Funcionário 24,CC7408,Média,348987.69,12497.17,Sunday,17,468,Alto,0.363,89,1288783.81,14480.72,12901.72,163.99,49438.54,638.0
TXN0249,2025-07-03,Tecnologia da Informação,Combustível,Despesa,10387.52,Theta Sistemas,Aprovado,Transação 249 - Capacitação,7,2025,Q3,Funcionário 27,CC2406,Alta,512717.89,9384.965,Thursday,27,37,Alto,0.502,119,1688055.08,14185.34,13089.13,104.28,47957.4,499.0
TXN0250,2023-12-31,Infraestrutura,Manutenção,Transferência,19035.07,Theta Sistemas,Rejeitado,Transação 250 - Limpeza,12,2023,Q4,Funcionário 7,CC8178,Baixa,359541.61,16029.65,Sunday,52,587,Muito Alto,0.758,96,1303588.45,13579.05,12247.72,114.92,47613.09,243.0
TXN0251,2025-07-21,Planejamento,Material de Escritório,Transferência,19350.93,Beta Serviços SA,Aprovado,Transação 251 - Combustível,7,2025,Q3,Funcionário 42,CC2791,Baixa,418366.1,21804.95222222222,Monday,30,19,Muito Alto,0.761,102,1404744.54,13772.01,11714.36,472.66,45425.11,240.0
TXN0252,2024-01-23,Tecnologia da Informação,Segurança,Despesa,3734.3,Zeta Equipamentos,Em Análise,Transação 252 - Limpeza,1,2024,Q1,Funcionário 15,CC7636,Baixa,516452.19,14862.3475,Tuesday,4,564,Médio,0.163,119,1688055.08,14185.34,13089.13,104.28,47957.4,838.0
TXN0253,2024-02-12,Comunicação,Alimentação,Despesa,9643.14,Kappa Serviços,Pendente,Transação 253 - Limpeza,2,2024,Q1,Funcionário 38,CC8037,Média,423310.28,12107.39285714286,Monday,7,544,Alto,0.451,123,1947218.55,15831.05,12704.44,201.77,47767.92,550.0
TXN0254,2023-08-12,Planejamento,Equipamentos,Transferência,3300.46,Beta Serviços SA,Pendente,Transação 254 - Combustível,8,2023,Q3,Funcionário 21,CC4228,Média,421666.56,18103.865,Saturday,32,728,Médio,0.147,102,1404744.54,13772.01,11714.36,472.66,45425.11,854.0
TXN0255,2023-12-02,Infraestrutura,Segurança,Transferência,35181.56,Zeta Equipamentos,Em Análise,Transação 255 - Consultoria,12,2023,Q4,Funcionário 26,CC2871,Média,394723.17,16029.65,Saturday,48,616,Muito Alto,0.881,96,1303588.45,13579.05,12247.72,114.92,47613.09,120.0
TXN0256,2024-08-02,Planejamento,Consultoria,Transferência,32781.32,Beta Serviços SA,Pendente,Transação 256 - Combustível,8,2024,Q3,Funcionário 8,CC4908,Média,454447.88,18103.865,Friday,31,372,Muito Alto,0.859,102,1404744.54,13772.01,11714.36,472.66,45425.11,142.0
TXN0257,2023-12-05,Tecnologia da Informação,Segurança,Receita,5662.26,Eta Manutenção,Pendente,Transação 257 - Consultoria,12,2023,Q4,Funcionário 25,CC7931,Alta,522114.45,19023.11944444444,Tuesday,49,613,Alto,0.261,119,1688055.08,14185.34,13089.13,104.28,47957.4,740.0
TXN0258,2024-12-18,Tecnologia da Informação,Segurança,Despesa,8106.95,Theta Sistemas,Rejeitado,Transação 258 - Serviços,12,2024,Q4,Funcionário 12,CC6154,Média,530221.4,19023.11944444444,Wednesday,51,234,Alto,0.387,119,1688055.08,14185.34,13089.13,104.28,47957.4,614.0
TXN0259,2025-05-03,Recursos Humanos,Limpeza,Despesa,12996.28,Delta Suprimentos,Em Análise,Transação 259 - Segurança,5,2025,Q2,Funcionário 33,CC9109,Média,413589.92,11092.6975,Saturday,18,98,Alto,0.638,89,1279819.63,14380.0,11595.07,161.24,45740.14,363.0
TXN0260,2025-07-09,Infraestrutura,Limpeza,Despesa,23703.37,Beta Serviços SA,Aprovado,Transação 260 - Manutenção,7,2025,Q3,Funcionário 19,CC1535,Média,418426.54,17529.97636363636,Wednesday,28,31,Muito Alto,0.794,96,1303588.45,13579.05,12247.72,114.92,47613.09,207.0
TXN0261,2024-03-25,Infraestrutura,Consultoria,Transferência,4401.19,Theta Sistemas,Aprovado,Transação 261 - Consultoria,3,2024,Q1,Funcionário 8,CC5389,Baixa,422827.73,12941.95571428571,Monday,13,502,Médio,0.198,96,1303588.45,13579.05,12247.72,114.92,47613.09,803.0
TXN0262,2024-08-17,Recursos Humanos,Limpeza,Transferência,12356.9,Delta Suprimentos,Em Análise,Transação 262 - Equipamentos,8,2024,Q3,Funcionário 48,CC5055,Média,425946.82,9459.416000000001,Saturday,33,357,Alto,0.61,89,1279819.63,14380.0,11595.07,161.24,45740.14,391.0
TXN0263,2023-09-10,Financeiro,Limpeza,Despesa,16826.69,Delta Suprimentos,Pendente,Transação 263 - Consultoria,9,2023,Q3,Funcionário 45,CC6744,Baixa,324604.57,17049.51875,Sunday,36,699,Muito Alto,0.747,104,1679350.5,16147.6,14099.56,178.83,49816.73,254.0
TXN0264,2025-04-23,Educação,Serviços,Despesa,6479.69,Delta Suprimentos,Aprovado,Transação 264 - Consultoria,4,2025,Q2,Funcionário 23,CC9720,Média,427211.39,8839.4,Wednesday,17,108,Alto,0.299,115,1603181.3,13940.71,12800.29,373.99,47535.6,702.0
TXN0265,2025-04-10,Planejamento,Capacitação,Transferência,2608.82,Epsilon Consultoria,Aprovado,Transação 265 - Serviços,4,2025,Q2,Funcionário 49,CC7743,Alta,457056.7,8639.89,Thursday,15,121,Médio,0.117,102,1404744.54,13772.01,11714.36,472.66,45425.11,884.0
TXN0266,2024-05-17,Tecnologia da Informação,Manutenção,Despesa,1990.63,Zeta Equipamentos,Pendente,Transação 266 - Alimentação,5,2024,Q2,Funcionário 32,CC3329,Baixa,532212.03,11803.27714285714,Friday,20,449,Médio,0.084,119,1688055.08,14185.34,13089.13,104.28,47957.4,917.0
TXN0267,2025-05-16,Comunicação,Limpeza,Despesa,33251.58,Beta Serviços SA,Em Análise,Transação 267 - Segurança,5,2025,Q2,Funcionário 48,CC5558,Baixa,456561.86,21250.69777777778,Friday,20,85,Muito Alto,0.863,123,1947218.55,15831.05,12704.44,201.77,47767.92,138.0
TXN0268,2024-08-19,Jurídico,Consultoria,Despesa,47761.43,Beta Serviços SA,Em Análise,Transação 268 - Combustível,8,2024,Q3,Funcionário 5,CC9756,Média,297501.3,16217.377,Monday,34,355,Muito Alto,0.99,87,1277333.07,14681.99,13824.88,897.98,49781.72,11.0
TXN0269,2024-03-18,Infraestrutura,Capacitação,Receita,42118.14,Epsilon Consultoria,Rejeitado,Transação 269 - Segurança,3,2024,Q1,Funcionário 37,CC3139,Baixa,464945.87,12941.95571428571,Monday,12,509,Muito Alto,0.939,96,1303588.45,13579.05,12247.72,114.92,47613.09,62.0
TXN0270,2024-12-16,Recursos Humanos,Material de Escritório,Despesa,45236.96,Theta Sistemas,Aprovado,Transação 270 - Equipamentos,12,2024,Q4,Funcionário 11,CC8230,Média,471183.78,24668.583,Monday,51,236,Muito Alto,0.966,89,1279819.63,14380.0,11595.07,161.24,45740.14,35.0
TXN0271,2023-08-08,Tecnologia da Informação,Capacitação,Despesa,14104.32,Epsilon Consultoria,Aprovado,Transação 271 - Combustível,8,2023,Q3,Funcionário 17,CC2350,Média,546316.35,13303.03166666667,Tuesday,32,732,Alto,0.692,119,1688055.08,14185.34,13089.13,104.28,47957.4,309.0
TXN0272,2025-06-18,Comunicação,Capacitação,Transferência,2566.32,Delta Suprimentos,Em Análise,Transação 272 - Equipamentos,6,2025,Q2,Funcionário 46,CC2559,Alta,459128.18,15459.71333333333,Wednesday,25,52,Médio,0.116,123,1947218.55,15831.05,12704.44,201.77,47767.92,885.0
TXN0273,2024-03-13,Educação,Manutenção,Transferência,8507.24,Theta Sistemas,Aprovado,Transação 273 - Material de Escritório,3,2024,Q1,Funcionário 45,CC6629,Alta,435718.63,13323.42705882353,Wednesday,11,514,Alto,0.405,115,1603181.3,13940.71,12800.29,373.99,47535.6,596.0
TXN0274,2024-10-13,Financeiro,Manutenção,Receita,2069.41,Beta Serviços SA,Aprovado,Transação 274 - Equipamentos,10,2024,Q4,Funcionário 21,CC7022,Média,326673.98,20666.77125,Sunday,41,300,Médio,0.091,104,1679350.5,16147.6,14099.56,178.83,49816.73,910.0
TXN0275,2023-12-26,Tecnologia da Informação,Serviços,Despesa,39805.72,Iota Materiais,Aprovado,Transação 275 - Consultoria,12,2023,Q4,Funcionário 42,CC3688,Média,586122.07,19023.11944444444,Tuesday,52,592,Muito Alto,0.921,119,1688055.08,14185.34,13089.13,104.28,47957.4,80.0
TXN0276,2024-08-01,Tecnologia da Informação,Alimentação,Transferência,3274.53,Theta Sistemas,Pendente,Transação 276 - Equipamentos,8,2024,Q3,Funcionário 7,CC3293,Alta,589396.6,13303.03166666667,Thursday,31,373,Médio,0.145,119,1688055.08,14185.34,13089.13,104.28,47957.4,856.0
TXN0277,2025-04-02,Comunicação,Combustível,Despesa,5822.08,Delta Suprimentos,Rejeitado,Transação 277 - Equipamentos,4,2025,Q2,Funcionário 16,CC5668,Baixa,464950.26,14636.86083333333,Wednesday,14,129,Alto,0.275,123,1947218.55,15831.05,12704.44,201.77,47767.92,726.0
TXN0278,2023-09-04,Compras e Licitações,Segurança,Transferência,13149.83,Iota Materiais,Pendente,Transação 278 - Alimentação,9,2023,Q3,Funcionário 19,CC1894,Alta,221520.52,8387.75857142857,Monday,36,705,Alto,0.648,76,955762.48,12575.82,12567.06,172.0,46186.52,353.0
TXN0279,2024-12-26,Infraestrutura,Consultoria,Despesa,10073.46,Iota Materiais,Aprovado,Transação 279 - Combustível,12,2024,Q4,Funcionário 21,CC3162,Média,475019.33,16029.65,Thursday,52,226,Alto,0.475,96,1303588.45,13579.05,12247.72,114.92,47613.09,526.0
TXN0280,2025-03-12,Tecnologia da Informação,Limpeza,Despesa,21443.56,Empresa Alpha Ltda,Aprovado,Transação 280 - Material de Escritório,3,2025,Q1,Funcionário 17,CC4534,Alta,610840.16,12279.62375,Wednesday,11,150,Muito Alto,0.775,119,1688055.08,14185.34,13089.13,104.28,47957.4,226.0
TXN0281,2023-10-08,Saúde,Alimentação,Receita,27797.48,Eta Manutenção,Aprovado,Transação 281 - Segurança,10,2023,Q4,Funcionário 35,CC3501,Média,376785.17,22982.384,Sunday,40,671,Muito Alto,0.828,89,1288783.81,14480.72,12901.72,163.99,49438.54,173.0
TXN0282,2023-11-01,Compras e Licitações,Serviços,Transferência,8555.97,Zeta Equipamentos,Em Análise,Transação 282 - Consultoria,11,2023,Q4,Funcionário 41,CC2083,Média,230076.49,9071.171428571428,Wednesday,44,647,Alto,0.408,76,955762.48,12575.82,12567.06,172.0,46186.52,593.0
TXN0283,2025-07-23,Compras e Licitações,Material de Escritório,Despesa,37848.13,Beta Serviços SA,Em Análise,Transação 283 - Equipamentos,7,2025,Q3,Funcionário 30,CC1901,Média,267924.62,14065.61571428571,Wednesday,30,17,Muito Alto,0.909,76,955762.48,12575.82,12567.06,172.0,46186.52,92.0
TXN0284,2025-06-20,Tecnologia da Informação,Equipamentos,Despesa,9904.98,Gamma Tecnologia,Aprovado,Transação 284 - Serviços,6,2025,Q2,Funcionário 32,CC6680,Baixa,620745.14,22045.91428571428,Friday,25,50,Alto,0.463,119,1688055.08,14185.34,13089.13,104.28,47957.4,538.0
TXN0285,2025-01-18,Jurídico,Serviços,Transferência,3962.78,Epsilon Consultoria,Aprovado,Transação 285 - Material de Escritório,1,2025,Q1,Funcionário 22,CC8034,Média,301464.08,13223.26666666667,Saturday,3,203,Médio,0.175,87,1277333.07,14681.99,13824.88,897.98,49781.72,826.0
TXN0286,2025-01-25,Educação,Equipamentos,Receita,4017.95,Theta Sistemas,Rejeitado,Transação 286 - Material de Escritório,1,2025,Q1,Funcionário 32,CC3734,Média,439736.58,11694.29428571429,Saturday,4,196,Médio,0.18,115,1603181.3,13940.71,12800.29,373.99,47535.6,821.0
TXN0287,2024-01-16,Educação,Equipamentos,Despesa,39799.8,Iota Materiais,Aprovado,Transação 287 - Material de Escritório,1,2024,Q1,Funcionário 1,CC5006,Alta,479536.38,11694.29428571429,Tuesday,3,571,Muito Alto,0.92,115,1603181.3,13940.71,12800.29,373.99,47535.6,81.0
TXN0288,2024-12-03,Tecnologia da Informação,Serviços,Despesa,22234.08,Iota Materiais,Em Análise,Transação 288 - Manutenção,12,2024,Q4,Funcionário 21,CC5067,Média,642979.22,19023.11944444444,Tuesday,49,249,Muito Alto,0.781,119,1688055.08,14185.34,13089.13,104.28,47957.4,220.0
TXN0289,2024-06-30,Educação,Combustível,Despesa,42169.86,Iota Materiais,Aprovado,Transação 289 - Serviços,6,2024,Q2,Funcionário 15,CC9450,Alta,521706.24,16740.40444444444,Sunday,26,405,Muito Alto,0.94,115,1603181.3,13940.71,12800.29,373.99,47535.6,61.0
TXN0290,2024-09-21,Planejamento,Capacitação,Receita,13167.17,Beta Serviços SA,Em Análise,Transação 290 - Material de Escritório,9,2024,Q3,Funcionário 24,CC4287,Média,470223.87,11705.88181818182,Saturday,38,322,Alto,0.649,102,1404744.54,13772.01,11714.36,472.66,45425.11,352.0
TXN0291,2025-03-07,Compras e Licitações,Limpeza,Receita,38280.92,Kappa Serviços,Em Análise,Transação 291 - Manutenção,3,2025,Q1,Funcionário 47,CC9954,Alta,306205.54,16758.34307692308,Friday,10,155,Muito Alto,0.911,76,955762.48,12575.82,12567.06,172.0,46186.52,90.0
TXN0292,2024-01-09,Recursos Humanos,Manutenção,Transferência,13992.72,Zeta Equipamentos,Aprovado,Transação 292 - Combustível,1,2024,Q1,Funcionário 1,CC7164,Baixa,485176.5,8083.297272727273,Tuesday,2,578,Alto,0.682,89,1279819.63,14380.0,11595.07,161.24,45740.14,319.0
TXN0293,2024-06-17,Compras e Licitações,Alimentação,Receita,3157.4,Empresa Alpha Ltda,Pendente,Transação 293 - Capacitação,6,2024,Q2,Funcionário 6,CC1719,Alta,309362.94,4538.056,Monday,25,418,Médio,0.14,76,955762.48,12575.82,12567.06,172.0,46186.52,861.0
TXN0294,2025-01-21,Jurídico,Limpeza,Transferência,36538.11,Beta Serviços SA,Aprovado,Transação 294 - Segurança,1,2025,Q1,Funcionário 9,CC7461,Alta,338002.19,13223.26666666667,Tuesday,4,200,Muito Alto,0.903,87,1277333.07,14681.99,13824.88,897.98,49781.72,98.0
TXN0295,2025-04-05,Tecnologia da Informação,Manutenção,Receita,1028.01,Epsilon Consultoria,Rejeitado,Transação 295 - Alimentação,4,2025,Q2,Funcionário 45,CC6345,Média,644007.23,13781.72285714286,Saturday,14,126,Médio,0.038,119,1688055.08,14185.34,13089.13,104.28,47957.4,963.0
TXN0296,2024-11-13,Compras e Licitações,Serviços,Transferência,15512.51,Beta Serviços SA,Pendente,Transação 296 - Equipamentos,11,2024,Q4,Funcionário 11,CC8365,Média,324875.45,9071.171428571428,Wednesday,46,269,Muito Alto,0.74,76,955762.48,12575.82,12567.06,172.0,46186.52,261.0
TXN0297,2024-06-24,Jurídico,Manutenção,Receita,10433.15,Epsilon Consultoria,Em Análise,Transação 297 - Capacitação,6,2024,Q2,Funcionário 8,CC2481,Alta,348435.34,14805.58571428571,Monday,26,411,Alto,0.507,87,1277333.07,14681.99,13824.88,897.98,49781.72,494.0
TXN0298,2025-07-10,Educação,Material de Escritório,Despesa,42187.4,Zeta Equipamentos,Pendente,Transação 298 - Equipamentos,7,2025,Q3,Funcionário 46,CC5066,Média,563893.64,18154.49777777778,Thursday,28,30,Muito Alto,0.941,115,1603181.3,13940.71,12800.29,373.99,47535.6,60.0
TXN0299,2024-09-16,Planejamento,Capacitação,Despesa,829.36,Empresa Alpha Ltda,Em Análise,Transação 299 - Limpeza,9,2024,Q3,Funcionário 36,CC5093,Alta,471053.23,11705.88181818182,Monday,38,327,Baixo,0.028,102,1404744.54,13772.01,11714.36,472.66,45425.11,973.0
TXN0300,2024-11-23,Tecnologia da Informação,Equipamentos,Despesa,12078.06,Empresa Alpha Ltda,Pendente,Transação 300 - Serviços,11,2024,Q4,Funcionário 13,CC7563,Média,656085.29,11970.14636363636,Saturday,47,259,Alto,0.595,119,1688055.08,14185.34,13089.13,104.28,47957.4,406.0
TXN0301,2025-07-10,Financeiro,Consultoria,Transferência,14069.87,Epsilon Consultoria,Aprovado,Transação 301 - Material de Escritório,7,2025,Q3,Funcionário 5,CC4239,Baixa,340743.85,19282.749,Thursday,28,30,Alto,0.687,104,1679350.5,16147.6,14099.56,178.83,49816.73,314.0
TXN0302,2024-11-04,Jurídico,Equipamentos,Despesa,1470.48,Theta Sistemas,Aprovado,Transação 302 - Serviços,11,2024,Q4,Funcionário 37,CC8096,Baixa,349905.82,7872.933333333333,Monday,45,278,Médio,0.059,87,1277333.07,14681.99,13824.88,897.98,49781.72,942.0
TXN0303,2024-09-15,Comunicação,Serviços,Receita,6326.7,Delta Suprimentos,Pendente,Transação 303 - Capacitação,9,2024,Q3,Funcionário 18,CC8307,Alta,471276.96,16702.50416666667,Sunday,37,328,Alto,0.29,123,1947218.55,15831.05,12704.44,201.77,47767.92,711.0
TXN0304,2023-09-12,Compras e Licitações,Capacitação,Receita,9325.73,Eta Manutenção,Em Análise,Transação 304 - Material de Escritório,9,2023,Q3,Funcionário 6,CC5583,Média,334201.18,8387.75857142857,Tuesday,37,697,Alto,0.438,76,955762.48,12575.82,12567.06,172.0,46186.52,563.0
TXN0305,2023-12-26,Saúde,Manutenção,Transferência,13975.6,Iota Materiais,Aprovado,Transação 305 - Alimentação,12,2023,Q4,Funcionário 46,CC6883,Média,390760.77,13194.68375,Tuesday,52,592,Alto,0.681,89,1288783.81,14480.72,12901.72,163.99,49438.54,320.0
TXN0306,2025-02-15,Educação,Segurança,Receita,20481.54,Eta Manutenção,Rejeitado,Transação 306 - Serviços,2,2025,Q1,Funcionário 2,CC6224,Baixa,584375.18,18264.5,Saturday,7,175,Muito Alto,0.767,115,1603181.3,13940.71,12800.29,373.99,47535.6,234.0
TXN0307,2024-03-19,Planejamento,Material de Escritório,Receita,13446.9,Iota Materiais,Rejeitado,Transação 307 - Consultoria,3,2024,Q1,Funcionário 15,CC3615,Alta,484500.13,14237.33444444444,Tuesday,12,508,Alto,0.657,102,1404744.54,13772.01,11714.36,472.66,45425.11,344.0
TXN0308,2024-04-17,Saúde,Material de Escritório,Despesa,3693.18,Kappa Serviços,Em Análise,Transação 308 - Combustível,4,2024,Q2,Funcionário 12,CC3885,Alta,394453.95,12497.17,Wednesday,16,479,Médio,0.161,89,1288783.81,14480.72,12901.72,163.99,49438.54,840.0
TXN0309,2025-04-05,Jurídico,Consultoria,Despesa,41279.46,Zeta Equipamentos,Pendente,Transação 309 - Consultoria,4,2025,Q2,Funcionário 13,CC9064,Baixa,391185.28,20759.54555555556,Saturday,14,126,Muito Alto,0.932,87,1277333.07,14681.99,13824.88,897.98,49781.72,69.0
TXN0310,2024-06-19,Financeiro,Material de Escritório,Despesa,7407.5,Kappa Serviços,Pendente,Transação 310 - Material de Escritório,6,2024,Q2,Funcionário 34,CC8831,Alta,348151.35,14000.02,Wednesday,25,416,Alto,0.347,104,1679350.5,16147.6,14099.56,178.83,49816.73,654.0
TXN0311,2024-07-12,Tecnologia da Informação,Combustível,Transferência,3101.82,Gamma Tecnologia,Rejeitado,Transação 311 - Material de Escritório,7,2024,Q3,Funcionário 2,CC3420,Baixa,659187.11,9384.965,Friday,28,393,Médio,0.137,119,1688055.08,14185.34,13089.13,104.28,47957.4,864.0
TXN0312,2025-07-29,Saúde,Combustível,Despesa,11638.06,Zeta Equipamentos,Em Análise,Transação 312 - Consultoria,7,2025,Q3,Funcionário 7,CC6514,Média,406092.01,19037.177,Tuesday,31,11,Alto,0.569,89,1288783.81,14480.72,12901.72,163.99,49438.54,432.0
TXN0313,2024-07-03,Comunicação,Limpeza,Transferência,14640.32,Zeta Equipamentos,Pendente,Transação 313 - Segurança,7,2024,Q3,Funcionário 45,CC6846,Alta,485917.28,20035.34416666667,Wednesday,27,402,Alto,0.72,123,1947218.55,15831.05,12704.44,201.77,47767.92,281.0
TXN0314,2025-06-19,Comunicação,Capacitação,Transferência,12235.37,Epsilon Consultoria,Pendente,Transação 314 - Serviços,6,2025,Q2,Funcionário 47,CC1029,Baixa,498152.65,15459.71333333333,Thursday,25,51,Alto,0.602,123,1947218.55,15831.05,12704.44,201.77,47767.92,399.0
TXN0315,2025-03-16,Educação,Material de Escritório,Despesa,43284.06,Kappa Serviços,Rejeitado,Transação 315 - Consultoria,3,2025,Q1,Funcionário 15,CC2705,Média,627659.24,13323.42705882353,Sunday,11,146,Muito Alto,0.952,115,1603181.3,13940.71,12800.29,373.99,47535.6,49.0
TXN0316,2023-12-30,Compras e Licitações,Combustível,Receita,38540.45,Gamma Tecnologia,Aprovado,Transação 316 - Combustível,12,2023,Q4,Funcionário 29,CC1186,Média,372741.63,25292.21333333333,Saturday,52,588,Muito Alto,0.912,76,955762.48,12575.82,12567.06,172.0,46186.52,89.0
TXN0317,2024-03-09,Jurídico,Capacitação,Despesa,10428.32,Empresa Alpha Ltda,Aprovado,Transação 317 - Alimentação,3,2024,Q1,Funcionário 29,CC7875,Alta,401613.6,13877.08,Saturday,10,518,Alto,0.505,87,1277333.07,14681.99,13824.88,897.98,49781.72,496.0
TXN0318,2024-10-04,Jurídico,Segurança,Receita,44679.68,Beta Serviços SA,Em Análise,Transação 318 - Consultoria,10,2024,Q4,Funcionário 42,CC4695,Alta,446293.28,14752.3075,Friday,40,309,Muito Alto,0.963,87,1277333.07,14681.99,13824.88,897.98,49781.72,38.0
TXN0319,2024-11-12,Recursos Humanos,Capacitação,Despesa,12008.0,Zeta Equipamentos,Rejeitado,Transação 319 - Equipamentos,11,2024,Q4,Funcionário 5,CC6600,Alta,497184.5,10889.885,Tuesday,46,270,Alto,0.588,89,1279819.63,14380.0,11595.07,161.24,45740.14,413.0
TXN0320,2024-08-26,Saúde,Equipamentos,Receita,11006.58,Kappa Serviços,Em Análise,Transação 320 - Material de Escritório,8,2024,Q3,Funcionário 28,CC3703,Baixa,417098.59,9161.131428571429,Monday,35,348,Alto,0.535,89,1288783.81,14480.72,12901.72,163.99,49438.54,466.0
TXN0321,2024-10-25,Jurídico,Manutenção,Despesa,897.98,Eta Manutenção,Rejeitado,Transação 321 - Capacitação,10,2024,Q4,Funcionário 20,CC4891,Alta,447191.26,14752.3075,Friday,43,288,Baixo,0.031,87,1277333.07,14681.99,13824.88,897.98,49781.72,970.0
TXN0322,2023-09-27,Infraestrutura,Serviços,Despesa,30729.64,Zeta Equipamentos,Aprovado,Transação 322 - Alimentação,9,2023,Q3,Funcionário 6,CC5825,Baixa,505748.97,17144.31166666666,Wednesday,39,682,Muito Alto,0.844,96,1303588.45,13579.05,12247.72,114.92,47613.09,157.0
TXN0323,2025-05-09,Financeiro,Material de Escritório,Despesa,7256.89,Gamma Tecnologia,Rejeitado,Transação 323 - Equipamentos,5,2025,Q2,Funcionário 31,CC2892,Média,355408.24,17804.095,Friday,19,92,Alto,0.339,104,1679350.5,16147.6,14099.56,178.83,49816.73,662.0
TXN0324,2024-09-18,Planejamento,Equipamentos,Transferência,27009.36,Iota Materiais,Em Análise,Transação 324 - Serviços,9,2024,Q3,Funcionário 24,CC7249,Média,511509.49,11705.88181818182,Wednesday,38,325,Muito Alto,0.817,102,1404744.54,13772.01,11714.36,472.66,45425.11,184.0
TXN0325,2024-02-15,Infraestrutura,Limpeza,Receita,7007.76,Delta Suprimentos,Rejeitado,Transação 325 - Consultoria,2,2024,Q1,Funcionário 4,CC3476,Baixa,512756.73,7479.457777777778,Thursday,7,541,Alto,0.327,96,1303588.45,13579.05,12247.72,114.92,47613.09,674.0
TXN0326,2025-06-21,Jurídico,Segurança,Receita,1377.04,Kappa Serviços,Pendente,Transação 326 - Segurança,6,2025,Q2,Funcionário 4,CC7342,Baixa,448568.3,14805.58571428571,Saturday,25,49,Médio,0.054,87,1277333.07,14681.99,13824.88,897.98,49781.72,947.0
TXN0327,2024-10-09,Infraestrutura,Consultoria,Despesa,10337.31,Theta Sistemas,Rejeitado,Transação 327 - Equipamentos,10,2024,Q4,Funcionário 26,CC1568,Baixa,523094.04,15411.634,Wednesday,41,304,Alto,0.493,96,1303588.45,13579.05,12247.72,114.92,47613.09,508.0
TXN0328,2025-03-14,Educação,Serviços,Despesa,12026.71,Theta Sistemas,Pendente,Transação 328 - Serviços,3,2025,Q1,Funcionário 14,CC4157,Alta,639685.95,13323.42705882353,Friday,11,148,Alto,0.592,115,1603181.3,13940.71,12800.29,373.99,47535.6,409.0
TXN0329,2023-09-20,Comunicação,Manutenção,Transferência,8526.58,Gamma Tecnologia,Rejeitado,Transação 329 - Combustível,9,2023,Q3,Funcionário 47,CC2097,Alta,506679.23,16702.50416666667,Wednesday,38,689,Alto,0.406,123,1947218.55,15831.05,12704.44,201.77,47767.92,595.0
TXN0330,2024-09-08,Jurídico,Capacitação,Transferência,6020.59,Theta Sistemas,Aprovado,Transação 330 - Consultoria,9,2024,Q3,Funcionário 38,CC9561,Média,454588.89,16330.18,Sunday,36,335,Alto,0.282,87,1277333.07,14681.99,13824.88,897.98,49781.72,719.0
TXN0331,2023-12-01,Educação,Consultoria,Transferência,11733.9,Beta Serviços SA,Aprovado,Transação 331 - Consultoria,12,2023,Q4,Funcionário 50,CC2654,Média,651419.85,7883.68625,Friday,48,617,Alto,0.573,115,1603181.3,13940.71,12800.29,373.99,47535.6,428.0
TXN0332,2025-02-06,Planejamento,Alimentação,Transferência,44505.21,Theta Sistemas,Em Análise,Transação 332 - Material de Escritório,2,2025,Q1,Funcionário 12,CC5512,Média,556014.7,13511.77111111111,Thursday,6,184,Muito Alto,0.958,102,1404744.54,13772.01,11714.36,472.66,45425.11,43.0
TXN0333,2024-01-02,Comunicação,Material de Escritório,Receita,9168.96,Zeta Equipamentos,Pendente,Transação 333 - Material de Escritório,1,2024,Q1,Funcionário 48,CC8785,Média,515848.19,10933.28928571429,Tuesday,1,585,Alto,0.43,123,1947218.55,15831.05,12704.44,201.77,47767.92,571.0
